ANIO,CULTIVO_STD,TIPO_CULTIVO,area_sembrada_ha,area_cosechada_ha,produccion_t,valor_prod_s,rendimiento_t_ha,n_obs_precio_val,n_obs_total,precio_prom_s_kg
2018,Cebolla,Transitorio,150.0,129.0,2817.0,2597200.0,25.144927536231886,23,101,0.9219737309194179
2018,Chirimoyo,Permanente,0.0,419.0,1247.0,1551900.0,0.8864920102728322,43,240,1.2445068163592623
2018,Ciruelo (Ciruela Spondias),Permanente,0.0,581.0,1040.0,560100.0,0.3530354637071055,72,312,0.5385576923076923
2018,Cocotero,Permanente,0.0,106.0,1552.0,1016650.0,4.1614605252903125,65,158,0.6550579896907216
2018,Coliflor,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2018,Esparrago,Permanente,0.0,0.0,0.0,0.0,,0,96,
2018,Frijol Caupi Chiclayo Castill Chileno Grano Verde,Transitorio,0.0,0.0,0.0,0.0,,0,1,
2018,Frijol Caupi Chiclayo Castilla Chileno Grano Seco,Transitorio,1699.0,1636.0,3043.0,8389320.0,1.8921420690783435,45,166,2.7569240880709827
2018,Frijol Caupi Chiclayo Castilla Chileno Grano Verde,Transitorio,625.0,623.0,1078.6,3264560.0,1.7206645465005637,14,31,3.026664194325978
2018,Frijol De Palo Grano Seco (T.),Transitorio,20.0,10.0,20.0,24000.0,2.0,3,104,1.2
2018,Frijol Grano Seco,Transitorio,6965.0,5721.0,4684.0,12732600.0,0.9507198008732469,43,182,2.7183176771989754
2018,Girasol,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2018,Granadilla,Permanente,0.0,188.0,878.0,2029700.0,1.1545815295815296,90,240,2.3117312072892937
2018,Guanabano,Permanente,0.0,24.0,23.906,184308.0,0.3873333333333333,39,156,7.709696310549653
2018,Guayabo,Permanente,0.0,0.0,0.0,0.0,,0,84,
2018,Haba Grano Seco,Transitorio,621.0,428.0,397.0,1118300.0,0.8479499527840815,22,143,2.8168765743073054
2018,Haba Grano Verde,Transitorio,0.0,0.0,0.0,0.0,,0,48,
2018,Higuera,Permanente,0.0,12.0,7.0,11500.0,0.25833333333333336,12,72,1.6428571428571428
2018,Lechuga,Transitorio,0.0,2.0,15.0,12200.0,7.5,2,2,0.8133333333333332
2018,Lima,Permanente,0.0,12.0,11.0,19000.0,0.3833333333333333,10,96,1.7272727272727273
2018,Limon Dulce,Permanente,0.0,4.0,6.0,10800.0,0.525,13,72,1.8
2018,Limon Sutil,Permanente,849.0,16089.0,140066.9,93057380.0,0.9585874749249297,343,478,0.6643780936109817
2018,Lucuma (Producto),Permanente,3.0,0.0,0.0,0.0,,0,2,
2018,Lucumo,Permanente,0.0,81.0,187.0,202700.0,0.562054612054612,22,204,1.083957219251337
2018,Maiz Amarillo Duro,Transitorio,10813.007,10681.0,36955.0,39137010.0,4.114385911572813,163,487,1.0590450547963741
2018,Maiz Amilaceo,Transitorio,18867.0,15724.0,16283.0,23505300.0,1.0496530836923834,47,225,1.4435484861512007
2018,Maiz Choclo,Transitorio,111.0,70.0,420.0,573000.0,6.0,13,121,1.3642857142857143
2018,Mamey,Permanente,0.0,33.0,31.83,71460.0,0.4904761904761905,18,144,2.2450518378887847
2018,Mango,Permanente,8233.0,19840.0,267363.0,146750290.0,4.153235050899168,104,443,0.5488803237545957
2018,Mani  Para Fruta,Transitorio,337.0,322.0,287.0,1296160.0,1.1225604939852916,17,93,4.5162369337979085
2018,Maracuya,Permanente,413.0,1201.88,3819.0,4896420.0,1.7520865006462698,117,257,1.2821209740769832
2018,Marigold,Permanente,0.0,0.0,0.0,0.0,,0,132,
2018,Melon,Transitorio,68.0,79.0,1272.0,1369400.0,16.84722222222222,24,61,1.0765723270440253
2018,Naranjo,Permanente,0.0,494.0,2384.0,1654770.0,1.19729326513214,118,384,0.694114932885906
2018,Nispero,Permanente,0.0,16.0,9.350000000000001,5115.0,0.19166666666666668,19,108,0.5470588235294118
2018,Oca,Transitorio,240.0,265.0,789.0,1325400.0,3.0563492063492066,14,108,1.679847908745247
2018,Olluco,Transitorio,419.0,446.0,1411.0,2149900.0,3.3807810622446524,20,158,1.5236711552090714
2018,Otros Pastos,Permanente,0.0,12194.0,179904.3,59158575.0,1.4281341616821306,165,264,0.3288335798532887
2018,Pacae O Guabo,Permanente,0.0,119.0,179.0,90100.0,0.26282051282051283,39,336,0.5033519553072625
2018,Palto,Permanente,0.0,663.0,7930.0,22902700.0,2.4962702134417394,57,396,2.888108448928121
2018,Papa (Agrupa Mejoradas Y Nativas),Transitorio,1587.0,1572.0,15669.0,10581490.0,10.236702741894847,71,179,0.675313676686451
2018,Papaya,Permanente,10.0,43.0,314.0,610540.0,2.364583333333333,28,190,1.9443949044585986
2018,Paprika,Transitorio,380.0,610.0,2973.0,22900560.0,5.400498454839318,14,89,7.7028456104944505
2018,Pasto Elefante,Permanente,2.0,4040.0,74251.0,15191620.0,3.203245633131942,282,420,0.20459818722980164
2018,Pasto Sudan,Permanente,0.0,0.0,0.0,0.0,,0,60,
2018,Pepinillo (Cucumis Sativus),Transitorio,0.0,0.0,0.0,0.0,,0,12,
2018,Pi A,Permanente,0.0,0.0,0.0,0.0,,0,12,
2018,Piquillo (T.),Transitorio,478.0,915.0,15315.0,15315000.0,15.105079365079366,5,58,1.0
2018,Platanos Y Bananas Para Cocci N (M X Paradisiaca),Permanente,433.0,14958.0,312230.0,242212140.0,1.3782878803931127,514,586,0.7757490952182684
2018,Quinua,Transitorio,0.0,0.0,0.0,0.0,,0,24,
2018,Rabano,Transitorio,2.0,1.0,5.0,5000.0,5.0,1,12,1.0
2018,Sandia,Transitorio,346.0,430.0,10742.0,6782960.0,25.44295900178253,34,171,0.631442934276671
2018,Sorgo Escobero,Transitorio,35.0,37.0,185.0,111000.0,5.0,3,44,0.6
2018,Soya,Transitorio,330.0,359.0,639.0,1151000.0,1.6479797979797979,11,77,1.801251956181534
2018,Tamarindo,Permanente,1.0,208.0,1192.0,2157980.0,3.1253429355281206,22,192,1.8103859060402685
2018,Taperiba,Permanente,0.0,250.0,1013.0,1093500.0,0.7100840336134454,9,72,1.079466929911155
2018,Tomate,Transitorio,109.0,82.0,1942.0,1716000.0,24.75,20,155,0.8836251287332647
2018,Toronjo,Permanente,0.0,0.0,0.0,0.0,,0,48,
2018,Trigo Blando,Transitorio,11859.0,11481.0,11126.0,14447500.0,1.009082519821238,30,152,1.2985349631493799
2018,Tumbo,Permanente,0.0,18.0,6.6000000000000005,18120.0,0.10119047619047619,20,84,2.745454545454546
2018,Tuna,Permanente,0.0,0.0,0.0,0.0,,0,156,
2018,Vid,Permanente,787.0,7017.0,167160.0,493666100.0,5.05949596339192,29,192,2.9532549653027043
2018,Yuca,Transitorio,1024.0,1025.0,6834.0,10180840.0,6.412555696197409,106,399,1.4897336845185836
2018,Zanahoria,Transitorio,104.0,43.0,548.0,715600.0,10.785714285714286,7,67,1.3058394160583942
2018,Zapallo,Transitorio,69.0,73.0,303.0,242400.0,5.703716608594657,5,19,0.7999999999999999
2018,Zarandaja Grano Seco,Transitorio,0.0,0.0,0.0,0.0,,0,72,
2019,Aji,Transitorio,0.0,0.0,0.0,0.0,,0,60,
2019,Ajo,Transitorio,90.0,90.0,202.0,1284000.0,2.3833333333333333,10,60,6.356435643564357
2019,Alfalfa,Permanente,16.0,150.0,4844.0,2562450.0,2.516849816849817,140,173,0.5289946325350949
2019,Algodon,Transitorio,608.0,608.0,2365.0,6025330.0,1.3115760850779459,8,18,2.547708245243129
2019,Algodon Pima,Transitorio,1942.0,2741.0,6770.0,17398940.0,1.6881070988632436,49,253,2.570005908419498
2019,Arroz,Transitorio,58971.0,49199.0,397496.0,399456620.0,7.2659152573961405,98,443,1.004932426992976
2019,Arveja Grano Seco,Transitorio,4449.0,4130.0,3239.0,8661000.0,0.8936262353928454,33,159,2.6739734485952456
2019,Arveja Grano Verde,Transitorio,543.0,419.0,832.0,2217100.0,2.043939393939394,22,61,2.6647836538461536
2019,Avena Forrajera,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2019,Banano (Musa Acuminata),Permanente,0.0,0.0,0.0,0.0,,0,24,
2019,Betarraga,Transitorio,0.0,0.0,0.0,0.0,,0,24,
2019,Ca A De Azucar (Para Alcohol),Permanente,37.0,5059.0,80658.0,15167720.0,2.484677652025271,210,276,0.18804979047335663
2019,Cacao,Permanente,0.0,1557.0,1438.0,6599900.0,0.3184174415913062,91,228,4.589638386648123
2019,Cafeto,Permanente,260.0,8160.0,4777.0,24169300.0,0.19203606979138357,50,240,5.059514339543647
2019,Camote,Transitorio,1008.0,682.0,11016.0,11579660.0,9.782592592592591,45,277,1.0511673928830791
2019,Capuli (Prunus Serotina Ssp. Capuli),Permanente,0.0,35.0,6.0,15700.0,0.02857142857142857,3,12,2.6166666666666667
2019,Cebada Grano,Transitorio,381.0,351.0,302.0,407700.0,0.8738219861455748,16,91,1.35
2019,Cebolla,Transitorio,248.0,221.0,5120.0,6186000.0,24.074074074074073,27,126,1.208203125
2019,Chirimoyo,Permanente,0.0,459.0,1673.0,1853500.0,0.5384457227463716,72,240,1.107890017931859
2019,Ciruelo (Ciruela Spondias),Permanente,0.0,577.0,1015.0,562700.0,0.2509271104793493,68,312,0.554384236453202
2019,Cocotero,Permanente,0.0,106.0,2744.0,1806350.0,4.489010989010989,67,156,0.6582908163265305
2019,Coliflor,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2019,Esparrago,Permanente,0.0,0.0,0.0,0.0,,0,96,
2019,Frijol Caupi Chiclayo Castilla Chileno Grano Seco,Transitorio,6024.0,5176.0,8510.0,20614400.0,2.2419891944211168,58,226,2.4223736780258522
2019,Frijol Caupi Chiclayo Castilla Chileno Grano Verde,Transitorio,639.0,273.0,673.0,1650980.0,2.4360054267694156,12,52,2.4531649331352154
2019,Frijol De Palo Grano Seco (T.),Transitorio,102.0,56.0,125.0,189000.0,2.1875,8,137,1.512
2019,Frijol Grano Seco,Transitorio,5989.0,4925.0,3991.0,11457900.0,0.8402133755664439,25,202,2.8709346028564267
2019,Girasol,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2019,Granadilla,Permanente,0.0,180.0,684.0,1631180.0,0.789486703772418,92,240,2.3847660818713448
2019,Guanabano,Permanente,0.0,23.0,42.25,311420.0,0.5861111111111111,36,156,7.370887573964497
2019,Guayabo,Permanente,0.0,0.0,0.0,0.0,,0,84,
2019,Haba Grano Seco,Transitorio,575.0,396.0,329.0,815400.0,0.8672480498698519,19,156,2.478419452887538
2019,Haba Grano Verde,Transitorio,0.0,0.0,0.0,0.0,,0,48,
2019,Higuera,Permanente,0.0,12.0,10.36,18040.0,0.3338888888888889,15,72,1.7413127413127414
2019,Lima,Permanente,0.0,0.0,0.0,0.0,,0,96,
2019,Limon Dulce,Permanente,0.0,4.0,5.2,10400.0,0.45499999999999996,12,72,2.0
2019,Limon Sutil,Permanente,319.0,16222.0,172790.0,126814580.0,0.7493804495401707,366,493,0.7339231437004455
2019,Lucumo,Permanente,0.0,81.0,260.0,272000.0,0.7168498168498169,25,204,1.0461538461538462
2019,Maiz Amarillo Duro,Transitorio,12344.0,11839.0,50138.0,50855070.0,4.333460014578735,132,496,1.0143019266823567
2019,Maiz Amilaceo,Transitorio,15201.0,15444.0,14814.0,17587380.0,1.0704134782780461,47,221,1.1872134467395707
2019,Maiz Choclo,Transitorio,400.0,341.0,1959.0,2531700.0,5.744,25,142,1.2923430321592648
2019,Mamey,Permanente,0.0,70.0,64.4,125560.0,0.4354761904761905,34,144,1.9496894409937886
2019,Mango,Permanente,220.0,21956.0,396149.0,397766950.0,2.831612524810372,94,444,1.0040841955930722
2019,Mani  Para Fruta,Transitorio,385.0,382.0,492.0,1983700.0,2.140055315055315,18,119,4.0319105691056905
2019,Maracuya,Permanente,155.0,1455.88,10278.0,11581180.0,1.0723782190970166,154,264,1.1267931504183695
2019,Marigold,Permanente,100.0,100.0,2000.0,4000000.0,20.0,2,150,2.0
2019,Melon,Transitorio,84.0,82.0,1532.0,1702400.0,20.024444444444445,15,67,1.1112271540469973
2019,Nabo,Transitorio,5.0,0.0,0.0,0.0,,0,9,
2019,Naranjo,Permanente,2.0,494.0,2694.0,2203600.0,2.756713554987212,139,394,0.8179658500371195
2019,Nispero,Permanente,0.0,0.0,0.0,0.0,,0,108,
2019,Oca,Transitorio,391.0,303.0,744.0,957800.0,2.4712979422538246,16,112,1.2873655913978495
2019,Olluco,Transitorio,478.0,331.0,964.0,1257300.0,2.8638349827137013,19,154,1.304253112033195
2019,Otros Pastos,Permanente,0.0,12209.0,177102.0,55339240.0,1.4853931424674272,158,264,0.31247100540931216
2019,Pacae O Guabo,Permanente,0.0,119.0,207.5,103750.0,0.28076923076923077,39,336,0.5
2019,Palto,Permanente,0.0,695.0,5806.0,13775300.0,2.297615790251763,46,396,2.372597313124354
2019,Papa (Agrupa Mejoradas Y Nativas),Transitorio,2237.0,1986.0,21931.0,21275650.0,10.222589809914474,68,188,0.9701176416944051
2019,Papaya,Permanente,25.0,57.0,593.0,1141940.0,1.0333333333333334,65,228,1.925699831365936
2019,Paprika,Transitorio,902.0,499.0,1345.0,9092300.0,6.996763874423449,14,146,6.7600743494423785
2019,Pasto Elefante,Permanente,7.0,4011.0,75958.0,15391110.0,3.140250169573945,286,420,0.20262658311171963
2019,Pasto Sudan,Permanente,20.0,0.0,0.0,0.0,,0,77,
2019,Pepinillo (Cucumis Sativus),Transitorio,0.0,0.0,0.0,0.0,,0,12,
2019,Pi A,Permanente,0.0,0.0,0.0,0.0,,0,12,
2019,Piquillo (T.),Transitorio,412.0,246.0,1490.0,1859100.0,6.210526315789474,5,96,1.2477181208053691
2019,Pitahaya,Permanente,18.0,0.0,0.0,0.0,,0,9,
2019,Platanos Y Bananas Para Cocci N (M X Paradisiaca),Permanente,504.0,16021.0,359702.0,296510690.0,1.2755005204056447,549,588,0.8243231619507259
2019,Quinua,Transitorio,0.0,0.0,0.0,0.0,,0,24,
2019,Rabano,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2019,Sandia,Transitorio,456.0,464.0,12295.0,10648100.0,27.557407407407407,45,162,0.8660512403416023
2019,Sorgo Escobero,Transitorio,80.0,50.0,270.0,162000.0,5.333333333333333,3,36,0.6
2019,Soya,Transitorio,318.0,309.0,495.0,884700.0,1.413888888888889,8,66,1.7872727272727273
2019,Tamarindo,Permanente,2.0,220.0,1827.0,2519780.0,3.206198559670782,41,192,1.3791899288451013
2019,Taperiba,Permanente,0.0,250.0,1875.0,1875000.0,1.5,8,72,1.0
2019,Tomate,Transitorio,106.0,98.0,2557.0,2154300.0,25.12820512820513,26,188,0.8425107547907705
2019,Toronjo,Permanente,0.0,0.0,0.0,0.0,,0,48,
2019,Trigo Blando,Transitorio,9992.0,9156.0,9019.0,11758500.0,1.0551208104256293,32,167,1.303747643862956
2019,Tumbo,Permanente,0.0,0.0,0.0,0.0,,0,84,
2019,Tuna,Permanente,0.0,0.0,0.0,0.0,,0,156,
2019,Vid,Permanente,186.0,7077.0,214903.0,620533700.0,9.049944178935489,33,192,2.887505991075043
2019,Yuca,Transitorio,1591.0,864.0,7087.0,8820400.0,7.653809523809524,70,420,1.244588683505009
2019,Zanahoria,Transitorio,176.0,92.0,893.0,1226600.0,9.217142857142857,10,81,1.3735722284434488
2019,Zapallo,Transitorio,61.0,0.0,0.0,0.0,,0,48,
2019,Zarandaja Grano Seco,Transitorio,0.0,0.0,0.0,0.0,,0,72,
2020,Aji,Transitorio,0.0,0.0,0.0,0.0,,0,60,
2020,Ajo,Transitorio,105.0,105.0,246.0,1702000.0,2.3805282436861384,13,78,6.91869918699187
2020,Alfalfa,Permanente,0.0,161.0,5156.0,2793800.0,2.242857142857143,161,180,0.5418541505042669
2020,Algodon,Transitorio,0.0,0.0,0.0,0.0,,0,5,
2020,Algodon Pima,Transitorio,598.0,518.0,2005.0,4879510.0,1.071711268001979,33,229,2.433670822942643
2020,Arroz,Transitorio,54081.0,50132.0,440781.0,554894840.0,7.605860891705605,128,434,1.2588901064247324
2020,Arveja Grano Seco,Transitorio,4345.0,4060.0,3350.0,9518200.0,0.9687286613413952,33,158,2.8412537313432837
2020,Arveja Grano Verde,Transitorio,635.0,512.0,1018.0,2413500.0,1.9844444444444445,15,59,2.3708251473477406
2020,Avena Forrajera,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2020,Banano (Musa Acuminata),Permanente,0.0,0.0,0.0,0.0,,0,24,
2020,Betarraga,Transitorio,0.0,0.0,0.0,0.0,,0,24,
2020,Ca A De Azucar (Para Alcohol),Permanente,0.0,5084.0,101032.0,21027690.0,2.5193672484440714,229,276,0.20812900863092884
2020,Cacao,Permanente,8.0,1568.0,1288.0,5897200.0,0.23368797658198795,66,228,4.578571428571428
2020,Cafeto,Permanente,8.0,8210.0,4987.0,30138800.0,0.261049007162928,57,240,6.043473029877682
2020,Camote,Transitorio,663.0,844.0,11607.0,12621300.0,10.656396627565982,62,304,1.0873869216851901
2020,Cebada Grano,Transitorio,392.0,371.0,339.0,443300.0,0.9260719507101086,20,97,1.307669616519174
2020,Cebolla,Transitorio,166.0,185.0,4269.0,5914690.0,26.03571428571429,36,131,1.3854977746544859
2020,Chirimoyo,Permanente,0.0,374.0,1296.0,1509600.0,1.1143224460821932,43,240,1.164814814814815
2020,Ciruelo (Ciruela Spondias),Permanente,0.0,0.0,0.0,0.0,,0,312,
2020,Cocotero,Permanente,2.0,106.0,3395.0,3291780.0,3.364913101083314,87,156,0.9695964653902799
2020,Coliflor,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2020,Esparrago,Permanente,0.0,0.0,0.0,0.0,,0,96,
2020,Frijol Caupi Chiclayo Castilla Chileno Grano Seco,Transitorio,2202.0,1922.0,4409.0,14721640.0,2.4620922410362382,45,204,3.3389975051031984
2020,Frijol Caupi Chiclayo Castilla Chileno Grano Verde,Transitorio,1143.0,1149.0,2988.0,10598100.0,2.649801719023774,20,68,3.5468875502008026
2020,Frijol De Palo Grano Seco (T.),Transitorio,952.0,1037.0,810.0,1720000.0,2.524,12,149,2.123456790123457
2020,Frijol Grano Seco,Transitorio,3529.0,3837.0,3168.0,10526600.0,0.876174951891682,28,190,3.322790404040404
2020,Girasol,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2020,Granadilla,Permanente,0.0,187.0,641.0,1521620.0,0.5602659245516388,89,240,2.3738221528861154
2020,Guanabano,Permanente,0.0,0.0,0.0,0.0,,0,156,
2020,Guayabo,Permanente,0.0,0.0,0.0,0.0,,0,84,
2020,Haba Grano Seco,Transitorio,424.0,466.0,376.0,873900.0,0.8585834862931576,17,154,2.3242021276595746
2020,Haba Grano Verde,Transitorio,0.0,0.0,0.0,0.0,,0,48,
2020,Higuera,Permanente,0.0,0.0,0.0,0.0,,0,72,
2020,Lima,Permanente,0.0,0.0,0.0,0.0,,0,96,
2020,Limon Dulce,Permanente,0.0,0.0,0.0,0.0,,0,72,
2020,Limon Sutil,Permanente,1.0,16478.0,168920.0,146812620.0,0.7420614526524976,362,516,0.8691251479990528
2020,Limon Tahiti,Permanente,129.0,0.0,0.0,0.0,,0,5,
2020,Lucumo,Permanente,2.0,81.0,141.0,145900.0,0.6082917082917083,16,204,1.0347517730496454
2020,Maiz Amarillo Duro,Transitorio,11111.0,11194.0,39947.0,48032480.0,4.020345732984859,169,501,1.202405186872606
2020,Maiz Amilaceo,Transitorio,13485.0,12925.0,14485.0,21229250.0,1.1043262832209617,42,213,1.4656023472557818
2020,Maiz Choclo,Transitorio,180.0,165.0,990.0,990000.0,6.0,15,143,1.0
2020,Mamey,Permanente,0.0,0.0,0.0,0.0,,0,144,
2020,Mango,Permanente,56.0,22425.0,346845.0,702300160.0,2.4665224660984992,86,444,2.0248242298433015
2020,Mani  Para Fruta,Transitorio,297.0,12.0,12.0,50000.0,1.0,2,78,4.166666666666667
2020,Maracuya,Permanente,0.0,1582.88,9161.0,10449020.0,3.5049282019733656,162,253,1.1405981879707456
2020,Marigold,Permanente,24.0,24.0,550.0,3970000.0,5.0,4,153,7.218181818181818
2020,Melon,Transitorio,67.0,57.0,883.0,1080000.0,16.233333333333334,15,87,1.2231030577576445
2020,Nabo,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2020,Naranjo,Permanente,2.0,442.0,2047.0,1252330.0,2.154575163398693,124,396,0.6117879824132877
2020,Nispero,Permanente,0.0,0.0,0.0,0.0,,0,108,
2020,Oca,Transitorio,265.0,306.0,702.0,1082600.0,2.4783319244857704,13,104,1.542165242165242
2020,Olluco,Transitorio,369.0,369.0,947.0,1340000.0,2.6073906471755937,18,159,1.4149947201689546
2020,Otros Pastos,Permanente,0.0,12909.0,130437.0,24926460.0,1.1132085377158094,171,264,0.19109961130660777
2020,Pacae O Guabo,Permanente,0.0,0.0,0.0,0.0,,0,336,
2020,Palto,Permanente,30.0,594.0,6204.0,13267090.0,2.9368254572166443,51,399,2.1384735654416507
2020,Papa (Agrupa Mejoradas Y Nativas),Transitorio,2410.0,2292.0,27418.0,22594450.0,11.266419488083526,77,197,0.8240736012838281
2020,Papaya,Permanente,30.0,78.0,504.0,766880.0,1.7278231292517006,88,252,1.5215873015873016
2020,Paprika,Transitorio,978.0,1333.0,3433.0,23147100.0,6.037539333024865,34,158,6.742528400815613
2020,Pasto Elefante,Permanente,321.0,4053.0,66310.0,14852980.0,1.9521479579150343,292,420,0.22399306288644247
2020,Pasto Sudan,Permanente,0.0,0.0,0.0,0.0,,0,72,
2020,Pepinillo (Cucumis Sativus),Transitorio,0.0,0.0,0.0,0.0,,0,12,
2020,Pi A,Permanente,0.0,0.0,0.0,0.0,,0,12,
2020,Piquillo (T.),Transitorio,521.0,670.0,5343.0,6356600.0,7.324110671936759,11,71,1.1897061575893693
2020,Pitahaya,Permanente,0.0,0.0,0.0,0.0,,0,12,
2020,Platanos Y Bananas Para Cocci N (M X Paradisiaca),Permanente,20.0,16022.0,353380.3,292139360.0,1.2450018821341018,541,588,0.8266996207768231
2020,Quinua,Transitorio,2.0,0.0,0.0,0.0,,0,34,
2020,Rabano,Transitorio,306.0,0.0,0.0,0.0,,0,17,
2020,Sandia,Transitorio,635.0,563.0,15921.0,17668200.0,27.82903225806452,62,197,1.1097418503862824
2020,Sorgo Escobero,Transitorio,10.0,30.0,150.0,90000.0,5.0,2,29,0.6
2020,Soya,Transitorio,511.0,271.0,798.0,1596000.0,2.7,8,116,2.0
2020,Tamarindo,Permanente,33.0,220.0,2065.0,4790950.0,3.088052983539095,32,215,2.3200726392251814
2020,Taperiba,Permanente,5.0,0.0,0.0,0.0,,0,84,
2020,Tomate,Transitorio,76.0,68.0,1199.0,1781600.0,17.896551724137932,29,179,1.485904920767306
2020,Toronjo,Permanente,0.0,0.0,0.0,0.0,,0,48,
2020,Trigo Blando,Transitorio,10120.0,10172.0,11195.0,16031800.0,1.0890493805406696,30,160,1.4320500223313979
2020,Tumbo,Permanente,0.0,0.0,0.0,0.0,,0,84,
2020,Tuna,Permanente,0.0,0.0,0.0,0.0,,0,156,
2020,Vid,Permanente,400.0,7557.0,183243.0,623542500.0,10.789705734357941,36,192,3.402817570111819
2020,Yuca,Transitorio,824.0,888.0,8000.0,10869300.0,8.294631467044649,83,399,1.3586625
2020,Zanahoria,Transitorio,134.0,107.0,629.0,858900.0,7.333419958419959,8,80,1.3655007949125595
2020,Zapallo,Transitorio,0.0,0.0,0.0,0.0,,0,48,
2020,Zarandaja Grano Seco,Transitorio,0.0,0.0,0.0,0.0,,0,72,
2021,Aji,Transitorio,0.0,0.0,0.0,0.0,,0,60,
2021,Ajo,Transitorio,119.0,90.0,251.0,1879310.0,2.732695374800638,10,75,7.487290836653386
2021,Alfalfa,Permanente,47.0,171.0,5495.0,3456870.0,4.406190476190476,152,186,0.6290937215650592
2021,Algodon Pima,Transitorio,710.0,734.0,2897.0,16214220.0,0.7821461116758285,37,239,5.596900241629272
2021,Arroz,Transitorio,53074.0,63962.0,590502.0,723546030.0,8.199051319713973,127,410,1.2253066543381734
2021,Arveja Grano Seco,Transitorio,4776.0,4554.0,3295.0,8769140.0,0.8221626923427356,42,183,2.6613474962063735
2021,Arveja Grano Verde,Transitorio,580.0,658.0,1253.0,3245780.0,1.9010069545059405,15,66,2.5904070231444534
2021,Avena Forrajera,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2021,Banano (Musa Acuminata),Permanente,0.0,0.0,0.0,0.0,,0,24,
2021,Betarraga,Transitorio,0.0,0.0,0.0,0.0,,0,24,
2021,Ca A De Azucar (Para Alcohol),Permanente,63.0,5146.0,93773.0,20167750.0,3.0134866643022846,238,276,0.21506990285050068
2021,Cacao,Permanente,45.0,1567.0,1486.0,8625250.0,0.19360300140332198,77,228,5.804340511440108
2021,Cafeto,Permanente,297.0,8190.0,4854.0,35777430.0,0.18493207883839555,58,240,7.370710754017305
2021,Camote,Transitorio,907.0,837.0,11144.0,11623130.0,11.013218390804598,58,313,1.0429944364680546
2021,Cebada Grano,Transitorio,403.0,399.0,366.0,684120.0,0.9123120056371289,21,106,1.8691803278688521
2021,Cebolla,Transitorio,225.0,188.0,3854.0,3972500.0,24.936111111111114,36,152,1.030747275557862
2021,Chirimoyo,Permanente,11.0,470.0,1255.0,1961950.0,0.6048331793776999,77,240,1.5633067729083663
2021,Ciruelo (Ciruela Spondias),Permanente,0.0,45.0,53.0,102400.0,1.31,2,312,1.9320754716981132
2021,Cocotero,Permanente,0.0,106.0,3934.0,3901990.0,5.222344322344322,106,156,0.9918632435180479
2021,Coliflor,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2021,Esparrago,Permanente,0.0,0.0,0.0,0.0,,0,96,
2021,Frijol Caupi Chiclayo Castilla Chileno Grano Seco,Transitorio,5653.0,5421.0,11150.0,31557800.0,2.556529498332155,62,234,2.8302959641255603
2021,Frijol Caupi Chiclayo Castilla Chileno Grano Verde,Transitorio,1049.0,1018.0,3054.0,10484160.0,3.0,23,53,3.4329273084479373
2021,Frijol De Palo Grano Seco (T.),Transitorio,88.0,58.0,271.0,338050.0,5.0636363636363635,11,151,1.2474169741697418
2021,Frijol Grano Seco,Transitorio,5950.0,5778.0,5246.0,17807220.0,1.243618865953924,35,206,3.3944376667937477
2021,Girasol,Transitorio,0.0,0.0,0.0,0.0,,0,12,
2021,Granadilla,Permanente,15.0,190.0,650.0,1623250.0,0.6652803545660689,89,240,2.4973076923076922
2021,Guanabano,Permanente,16.0,0.0,0.0,0.0,,0,156,
2021,Guayabo,Permanente,0.0,0.0,0.0,0.0,,0,84,
2021,Haba Grano Seco,Transitorio,713.0,655.0,531.0,1344790.0,0.7788689870209237,27,159,2.5325612052730695
2021,Haba Grano Verde,Transitorio,50.0,19.0,38.0,95379.99999999999,2.0,1,48,2.51
2021,Higuera,Permanente,0.0,0.0,0.0,0.0,,0,72,
2021,Lima,Permanente,0.0,0.0,0.0,0.0,,0,96,
2021,Limon Dulce,Permanente,0.0,1.0,3.0,2400.0,3.0,1,72,0.8000000000000002
2021,Limon Sutil,Permanente,298.0,16244.0,182984.0,186204650.0,1.0674811116763656,385,521,1.017600719188563
2021,Limon Tahiti,Permanente,167.0,0.0,0.0,0.0,,0,22,
2021,Lucumo,Permanente,0.0,78.0,273.0,301930.0,1.0382721445221446,30,204,1.1059706959706959
2021,Maiz Amarillo Duro,Transitorio,16787.0,13981.0,58033.0,85361480.0,4.517739589691272,181,550,1.470912756535075
2021,Maiz Amilaceo,Transitorio,16079.0,14823.0,17595.0,31044530.0,1.218927720920877,42,225,1.7643949985791418
2021,Maiz Choclo,Transitorio,211.0,198.0,1312.0,1454320.0,6.352941176470588,34,167,1.1084756097560977
2021,Mamey,Permanente,0.0,15.0,8.0,8000.0,0.5333333333333333,1,144,1.0
