UBIGEO,ANIO,PROD_SUM,COSE_SUM,PRECIO_MEAN,PRECIO_COUNT,PROD_KG_SUM,REND_THA_ANUAL,PRECIO_POND
200109,2020,41107.0,4640.0,1.3911494252873564,87,41107000.0,8.85926724137931,1.3241477120685041
200109,2021,45257.0,5035.0,1.46340206185567,97,45257000.0,8.988480635551142,1.234311377245509
200109,2022,36000.0,6715.0,1.858125,96,36000000.0,5.361131794489948,2.0833825
200109,2023,35323.0,5396.0,2.2263953488372095,86,35323000.0,6.546145292809489,1.5568230331512045
200109,2024,49706.0,6621.0,1.965301204819277,83,49706000.0,7.507325177465639,1.6628861706836198
200110,2015,5446.26,1082.0,0.8667741935483871,31,5446260.0,5.033512014787431,1.0338500181776118
200110,2016,39512.4,4712.0,0.9052238805970149,67,39512400.0,8.385483870967743,1.2277019366072424
200110,2017,27723.0,4465.0,1.0114925373134327,67,27723000.0,6.208958566629339,1.251927280597338
200110,2018,31580.0,4210.0,1.0881818181818181,66,31580000.0,7.501187648456057,1.1001310956301458
200110,2019,36441.0,5852.0,0.99265625,64,36441000.0,6.227101845522898,1.0627043714497406
200110,2020,37627.0,4919.0,1.2702380952380952,84,37627000.0,7.64931896726977,1.362548170196933
200110,2021,38846.0,4649.0,1.3705479452054794,73,38846000.0,8.355775435577543,1.2494645523348606
200110,2022,36468.0,6011.0,1.9437499999999999,72,36468000.0,6.06687739144901,2.0137600087748164
200110,2023,21909.0,3323.0,2.57,46,21909000.0,6.593138730063196,1.600237801816605
200110,2024,52757.0,6452.0,2.191521739130435,46,52757000.0,8.17684438933664,1.5568815512633394
200111,2015,23868.85,3673.0,1.1169047619047618,42,23868850.0,6.4984617478900075,1.1972459921613317
200111,2016,50902.9,6461.0,1.211123595505618,89,50902900.0,7.878486302429964,1.0902714776564792
200111,2017,56447.53,8636.0,1.5907317073170733,82,56447530.0,6.536305002315887,0.9834021081170425
200111,2018,65671.9,6623.0,1.394074074074074,81,65671900.0,9.91573305148724,0.8555596838221522
200111,2019,85635.0,9413.0,1.2746052631578948,76,85635000.0,9.09752469988314,1.095026099141706
200111,2020,51389.0,7555.0,1.4896491228070174,57,51389000.0,6.801985440105891,1.5093518068069043
200111,2021,47453.0,6340.0,1.5375806451612903,62,47453000.0,7.484700315457413,1.1719406570712072
200111,2022,72600.0,6261.0,2.2340298507462686,67,72600000.0,11.595591758505032,1.0280133608815427
200111,2023,45429.0,6975.0,2.8144155844155847,77,45429000.0,6.513118279569892,1.2553657355433754
200111,2024,52829.0,2970.0,3.2732876712328767,73,52829000.0,17.787542087542086,1.2465312612390922
200114,2015,153855.27000000002,24569.0,1.2174074074074073,54,153855270.0,6.262170621514918,0.9878146000458743
200114,2016,348004.86,28593.0,1.377280701754386,114,348004860.0,12.17098100933795,0.6715871151914373
200114,2017,292485.169,35763.0,1.6210280373831774,107,292485169.0,8.178429354360652,0.6829704551617795
200114,2018,303342.0,30865.0,1.4569,100,303342000.0,9.828025271342945,0.6187535191302227
200114,2019,480335.0,31263.0,1.4572727272727273,88,480335000.0,15.364328439369222,1.0297183007692547
200114,2020,430373.0,29267.0,1.5944444444444446,63,430373000.0,14.705060306830218,1.8397285610389127
200114,2021,434417.0,33469.0,1.5232222222222223,90,434417000.0,12.979682691445815,1.1066057037362718
200114,2022,455878.0,31447.0,2.3476041666666667,96,455878000.0,14.496708748052278,1.0695421582089946
200114,2023,307690.0,44941.0,2.726571428571429,105,307690000.0,6.846532119890523,1.252398355487666
200114,2024,357482.0,6083.0,2.7858653846153847,104,357482000.0,58.767384514219955,0.882869710922508
200201,2015,12261.0,4643.0,1.2694444444444444,54,12261000.0,2.640749515399526,0.5405880433896093
200201,2016,27225.734,5570.0,1.1264,150,27225734.0,4.887923518850988,0.406364507932091
200201,2017,26394.095,5356.0,1.1370422535211269,142,26394095.0,4.927949029126214,0.4210360309758679
200201,2018,23480.2,4581.0,1.0403816793893128,131,23480200.0,5.12556210434403,0.3488026081549561
200201,2019,25429.56,4342.0,0.9926315789473684,114,25429560.0,5.856646706586827,0.3604926707343737
200201,2020,26057.0,4538.0,1.1165040650406506,123,26057000.0,5.741956809167034,0.463445907049929
200201,2021,26034.0,5141.0,1.240409836065574,122,26034000.0,5.063995331647539,0.5288288392102635
200201,2022,21946.0,5116.0,1.371967213114754,122,21946000.0,4.289679437060204,0.5853444819101431
200201,2023,25805.0,5738.0,1.5811347517730496,141,25805000.0,4.497211571976298,0.7438856810695602
200201,2024,30122.0,4776.0,1.5201204819277108,166,30122000.0,6.306951423785595,0.6922873647168183
200202,2015,37514.0,9118.0,0.75,21,37514000.0,4.1142794472472035,0.2828677293810311
200202,2016,65433.0,8337.0,0.5873170731707318,41,65433000.0,7.848506657070889,0.45830544220806013
200202,2017,135400.0,10204.0,1.226923076923077,52,135400000.0,13.269306154449236,0.45655317577548005
200202,2018,135923.0,9723.0,0.8929824561403509,57,135923000.0,13.979533065926155,0.4411865541519831
200202,2019,130678.0,10192.0,0.9083333333333333,60,130678000.0,12.82162480376766,0.42361147247432623
200202,2020,61413.0,8896.0,0.8041509433962264,53,61413000.0,6.903439748201439,0.3282122677608975
200202,2021,20202.0,9625.0,1.0621818181818181,55,20202000.0,2.098909090909091,0.7454539154539155
200202,2022,19920.0,10152.0,1.420566037735849,53,19920000.0,1.962174940898345,0.8537675702811245
200202,2023,15972.0,9748.0,2.3228301886792453,53,15972000.0,1.6384899466557243,1.2250544703230655
200202,2024,25811.0,3963.0,1.880952380952381,63,25811000.0,6.512995205652284,0.7566684746813375
200203,2015,9131.0,1530.0,1.1346153846153846,39,9131000.0,5.96797385620915,0.27206220567298217
200203,2016,20385.0,2126.0,1.0868478260869565,92,20385000.0,9.588428974600188,0.25274172185430466
200203,2017,19982.0,2106.0,1.1433673469387755,98,19982000.0,9.488129154795821,0.29186768091282156
200203,2018,17879.0,1374.0,1.137752808988764,89,17879000.0,13.012372634643377,0.27409922255159686
200203,2019,18487.0,1230.0,0.9514606741573033,89,18487000.0,15.030081300813007,0.2411240331043436
200203,2020,26178.0,1229.0,0.9929761904761905,84,26178000.0,21.300244100895036,0.2430708992283597
200203,2021,19871.0,1415.0,1.1153125,96,19871000.0,14.043109540636042,0.2703683760253636
200203,2022,22258.0,1470.0,1.4285567010309277,97,22258000.0,15.141496598639456,0.32343921286728367
200203,2023,24313.0,1831.0,1.6721818181818182,110,24313000.0,13.278536318951392,0.294508699049891
200203,2024,22605.0,641.0,1.5031578947368422,114,22605000.0,35.26521060842434,0.2856469807564698
200204,2015,1544.0,1762.0,0.9816666666666667,30,1544000.0,0.8762769580022701,1.4036917098445596
200204,2016,2237.0,1929.0,0.7386363636363636,66,2237000.0,1.15966822187662,1.5017434063477872
200204,2017,1660.0,1417.0,0.7001666666666666,60,1660000.0,1.1714890613973183,1.3568313253012048
200204,2018,2443.0,2958.0,0.6660714285714285,56,2443000.0,0.8258958755916159,1.2329922226770365
200204,2019,1903.0,1822.0,0.9769811320754718,53,1903000.0,1.044456641053787,1.4784130320546505
200204,2020,3246.0,2783.0,0.8450819672131147,61,3246000.0,1.1663672296083363,1.330637707948244
200204,2021,2988.0,2713.0,1.1175675675675676,74,2988000.0,1.1013638039071139,1.7449866131191432
200204,2022,3350.0,3315.0,1.0604477611940297,67,3350000.0,1.0105580693815988,1.5757164179104477
200204,2023,3576.0,3477.0,1.3127272727272727,77,3576000.0,1.0284728213977568,1.75
200204,2024,4117.0,3569.0,1.4104819277108434,83,4117000.0,1.1535444101989352,1.813985912071897
200205,2015,12115.0,2802.0,1.3214285714285714,35,12115000.0,4.323697359029265,0.309508873297565
200205,2016,32004.368,3199.0,1.2302586206896553,116,32004368.0,10.004491403563613,0.22002871608025504
200205,2017,36426.435,3696.0,1.2808333333333333,120,36426435.0,9.855637175324675,0.26254869574801926
200205,2018,27715.85,2659.0,1.3820535714285713,112,27715850.0,10.423411056788266,0.23936898922457728
200205,2019,29587.56,2717.0,1.0721568627450981,102,29587560.0,10.88979020979021,0.20752775828760467
200205,2020,39577.0,2326.0,1.2359375000000001,96,39577000.0,17.015047291487534,0.23260100563458574
200205,2021,34128.0,2769.0,1.3218627450980391,102,34128000.0,12.325027085590467,0.2921305086732302
200205,2022,28911.0,2874.0,1.5940425531914895,94,28911000.0,10.059498956158665,0.3189101034208433
200205,2023,29969.0,3258.0,1.7918260869565217,115,29969000.0,9.198588090853285,0.3230484834328806
200205,2024,30941.0,827.0,1.730373831775701,107,30941000.0,37.41354292623942,0.30349245337901165
200206,2015,5086.0,3370.0,1.4857142857142858,21,5086000.0,1.5091988130563798,0.9343295320487613
200206,2016,13357.0,8426.0,1.2734177215189872,79,13357000.0,1.5852124376928554,1.402530508347683
200206,2017,13359.665,10393.0,1.3044186046511628,86,13359665.0,1.285448378716444,1.4120724584037099
200206,2018,12437.0,9233.0,1.308139534883721,86,12437000.0,1.3470161377667065,1.292474069309319
200206,2019,15040.0,9780.0,1.203448275862069,87,15040000.0,1.5378323108384457,1.217559840425532
200206,2020,14615.0,7704.0,1.1741176470588235,85,14615000.0,1.897066458982347,1.1980841601094765
200206,2021,16861.0,7950.0,1.596987951807229,83,16861000.0,2.120880503144654,1.228339363027104
200206,2022,15141.0,8655.0,1.5376190476190477,84,15141000.0,1.7493934142114385,1.5991889571362525
200206,2023,10550.0,6108.0,1.8928205128205127,78,10550000.0,1.7272429600523902,2.046618009478673
200206,2024,17656.0,9898.0,1.7806666666666668,75,17656000.0,1.7837947060012123,1.6872978024467602
200207,2015,10078.0,2079.0,1.665625,32,10078000.0,4.847522847522847,1.3047251438777536
200207,2016,19130.6,3719.0,1.5907352941176471,68,19130600.0,5.1440172089271305,1.2797042434633519
200207,2017,15519.2,3081.0,1.6341558441558441,77,15519200.0,5.037065887698799,1.0693167173565647
200207,2018,18308.0,2977.0,1.522674418604651,86,18308000.0,6.149815250251931,0.9770089578326415
200207,2019,14136.5,2744.0,1.2735185185185185,54,14136500.0,5.151785714285714,1.0211346514342305
200207,2020,13185.0,1881.0,1.3094871794871794,39,13185000.0,7.009569377990431,1.147100492984452
200207,2021,16247.0,2569.0,1.232063492063492,63,16247000.0,6.32425068119891,1.2615738290145873
200207,2022,17778.0,2294.0,2.045921052631579,76,17778000.0,7.749782040104621,1.346617167285409
200207,2023,15118.0,2096.0,2.370487804878049,82,15118000.0,7.212786259541985,1.4792194734753275
200207,2024,16440.0,1871.0,2.772771084337349,83,16440000.0,8.786745056119722,1.512970802919708
200208,2015,4035.0,4451.0,1.5042307692307693,26,4035000.0,0.9065378566614244,1.620991325898389
200208,2016,7391.6,4726.0,1.3198076923076922,52,7391600.0,1.5640287769784174,1.5549312733373017
200208,2017,8015.2,4792.0,1.481896551724138,58,8015200.0,1.6726210350584307,1.5774154107196328
200208,2018,5518.0,3763.0,1.7001369863013698,73,5518000.0,1.4663832048897156,1.5058934396520478
200208,2019,6057.0,3425.0,1.5774193548387097,62,6057000.0,1.7684671532846716,1.4964503879808486
200208,2020,5726.0,3543.0,1.65140625,64,5726000.0,1.616144510302004,1.6426894865525672
200208,2021,4879.8,3791.0,1.885820895522388,67,4879800.0,1.287206541809549,2.0265051846387148
200208,2022,4108.0,3942.0,2.4792682926829266,82,4108000.0,1.0421106037544394,2.4555744888023368
200208,2023,4427.0,4255.0,2.810151515151515,66,4427000.0,1.0404230317273795,2.87468714705218
200208,2024,5314.0,3479.0,3.0446913580246915,81,5314000.0,1.527450416786433,2.4658280015054572
200209,2015,1284.0,656.0,0.893421052631579,38,1284000.0,1.9573170731707317,0.33664330218068533
200209,2016,4843.0,800.0,0.95,83,4843000.0,6.05375,0.31953334709890563
200209,2017,5341.5,776.0,0.9884615384615386,78,5341500.0,6.883376288659794,0.3256107834877843
200209,2018,5805.9,772.0,0.77,80,5805900.0,7.520595854922279,0.2083656280679998
200209,2019,6101.0,756.0,0.6865060240963855,83,6101000.0,8.07010582010582,0.22495656449762333
200209,2020,6055.0,703.0,1.0022222222222223,90,6055000.0,8.613086770981507,0.2588274153592073
200209,2021,7245.0,757.0,1.0639759036144578,83,7245000.0,9.570673712021136,0.3140966183574879
200209,2022,7146.0,694.0,1.3880263157894737,76,7146000.0,10.296829971181555,0.31945703890288274
200209,2023,7892.0,829.0,1.46,84,7892000.0,9.51990349819059,0.390727318803852
200209,2024,7544.0,180.0,1.2986206896551724,87,7544000.0,41.91111111111111,0.2943239660657476
200210,2015,5044.0,707.0,1.7770588235294118,17,5044000.0,7.134370579915134,1.490364789849326
200210,2016,10378.0,1849.0,1.3672916666666666,48,10378000.0,5.612763656030286,1.0982896511851994
200210,2017,8579.0,1621.0,1.2333333333333332,21,8579000.0,5.2924120913016655,1.2429012705443525
200210,2018,7369.0,1172.0,1.0,14,7369000.0,6.287542662116041,1.4025512281177908
200210,2019,7225.0,1235.0,1.3472727272727274,11,7225000.0,5.850202429149798,1.0889965397923875
200210,2020,5026.0,873.0,1.5125,24,5026000.0,5.757159221076747,1.2385395941106248
200210,2021,6011.0,1149.0,1.4951923076923077,52,6011000.0,5.231505657093124,1.1930510730327732
200210,2022,8071.0,1213.0,2.724324324324324,74,8071000.0,6.653751030502885,1.735091066782307
200210,2023,7042.0,1343.0,3.0306451612903227,62,7042000.0,5.243484735666418,1.7233825617722238
200210,2024,9536.0,1342.0,3.4498148148148147,54,9536000.0,7.105812220566319,1.733176384228188
200301,2015,5389.0,1264.0,0.9481632653061225,49,5389000.0,4.263449367088608,0.8120764520319169
200301,2016,14076.34,3909.0,1.0958064516129031,155,14076340.0,3.6010079304169866,0.8549881929535661
200301,2017,12958.091,3470.0,1.1095205479452055,146,12958091.0,3.734320172910663,0.8308386628863773
200301,2018,14572.74,4111.0,1.0935570469798657,149,14572740.0,3.5448163463877402,0.735569288960072
200301,2019,18718.3,4059.0,1.162516129032258,155,18718300.0,4.6115545700911555,0.8309926649321787
200301,2020,19978.0,5207.0,1.286470588235294,153,19978000.0,3.836758210101786,0.9088036840524577
200301,2021,20069.0,5783.0,1.3543636363636364,165,20069000.0,3.470344112052568,1.0437395983855697
200301,2022,20640.0,5585.0,1.5078212290502793,179,20640000.0,3.695613249776186,1.3080101744186046
200301,2023,20262.0,5648.0,1.444242424242424,198,20262000.0,3.5874645892351276,1.5029207383279044
200301,2024,18863.0,5401.0,1.6955851063829785,188,18863000.0,3.4925013886317346,1.270285214440969
200302,2015,6382.0,3160.0,1.1403846153846153,52,6382000.0,2.019620253164557,0.34877781259793167
200302,2016,20307.411,3493.0,1.093925925925926,135,20307411.0,5.813744918408245,0.4770083690136571
200302,2017,19950.745,3395.0,1.1116666666666668,120,19950745.0,5.876508100147275,0.518587150504906
200302,2018,23238.87,3449.0,1.119230769230769,117,23238870.0,6.737857349956509,0.4665078379456488
200302,2019,24324.0,3310.0,1.267007874015748,127,24324000.0,7.348640483383686,0.44202844926821244
200302,2020,36092.0,3419.0,1.187704918032787,122,36092000.0,10.556303012576777,0.450045716502272
200302,2021,24835.0,3309.0,1.2169291338582677,127,24835000.0,7.505288606829858,0.5892663579625529
200302,2022,24089.8,3315.0,1.3896428571428572,140,24089800.0,7.266907993966817,0.5884400036529983
200302,2023,25715.0,3310.0,1.3838993710691823,159,25715000.0,7.768882175226586,0.37015788450320825
200302,2024,25155.0,440.0,1.3957324840764331,157,25155000.0,57.17045454545455,0.39492585967004573
200303,2015,4216.0,1523.0,0.9284210526315789,57,4216000.0,2.768220617202889,0.5554459203036053
200303,2016,11224.3,2805.0,0.9793243243243243,148,11224300.0,4.001532976827094,0.7034558947996757
200303,2017,11618.84,2643.0,0.9490909090909091,143,11618840.0,4.396080211880439,0.6800789063279983
200303,2018,10185.0,2405.0,1.0188666666666666,150,10185000.0,4.234927234927235,0.6566961217476681
200303,2019,11161.0,2458.0,0.9836666666666667,150,11161000.0,4.540683482506102,0.69880924648329
200303,2020,12774.0,2456.0,0.9233333333333333,132,12774000.0,5.20114006514658,0.7089987474557695
200303,2021,15723.0,2961.0,1.0342758620689656,145,15723000.0,5.310030395136778,0.6797048909241239
200303,2022,11945.0,2328.0,1.1826973684210527,152,11945000.0,5.131013745704467,0.9486504813729594
200303,2023,14924.0,3591.0,1.243735632183908,174,14924000.0,4.155945419103314,1.2750006700616456
200303,2024,16652.0,2196.0,1.4914973262032087,187,16652000.0,7.58287795992714,1.345621546961326
200304,2015,22942.0,7839.0,1.6742424242424243,33,22942000.0,2.9266488072458223,0.5684944643012815
200304,2016,36427.785,9738.0,1.1280722891566264,83,36427785.0,3.7407871226124465,0.6152328504189865
200304,2017,36893.995,9787.0,1.166625,80,36893995.0,3.7696939818126087,0.697071298459275
200304,2018,39945.2,9721.0,1.2754945054945055,91,39945200.0,4.109165723690978,0.6095976487788269
200304,2019,30957.45,9405.0,1.202051282051282,78,30957450.0,3.2915948963317385,0.7014227593034956
200304,2020,32557.0,9468.0,1.463768115942029,69,32557000.0,3.4386354034643007,0.7361427649967749
200304,2021,39585.0,10161.0,1.3548101265822785,79,39585000.0,3.8957779746087984,0.7070087154225085
200304,2022,40014.0,9965.0,1.6539240506329114,79,40014000.0,4.015454089312594,0.7553516269305743
200304,2023,48578.0,8965.0,1.6634246575342466,73,48578000.0,5.418627997769102,0.7424708715879617
200304,2024,90664.0,6371.0,2.6869411764705884,170,90664000.0,14.23073300894679,0.9763815847524927
200305,2015,2492.0,1014.0,1.023170731707317,41,2492000.0,2.4575936883629192,0.29809390048154094
200305,2016,8980.0,1171.0,1.160215053763441,93,8980000.0,7.66865926558497,0.3772772828507795
200305,2017,7796.32,1096.0,1.0223404255319148,94,7796320.0,7.113430656934306,0.3675675190346215
200305,2018,8979.0,1180.88,1.1613131313131313,99,8979000.0,7.603651514125058,0.39061476779151355
200305,2019,9538.0,1129.88,1.2578571428571428,112,9538000.0,8.4416044181683,0.40113440972950304
200305,2020,9493.0,1182.88,1.1707272727272728,110,9493000.0,8.025328012985256,0.39566944064047194
200305,2021,10136.0,903.88,1.1825961538461538,104,10136000.0,11.21387794840023,0.4840390686661405
200305,2022,3182.0,889.88,1.422051282051282,39,3182000.0,3.5757630242279856,0.8633029541169076
200305,2023,2114.0,522.0,1.564561403508772,57,2114000.0,4.049808429118774,1.0722232734153263
200305,2024,4712.0,212.0,2.8430666666666666,75,4712000.0,22.22641509433962,0.7743251273344652
200306,2015,5437.0,2406.0,1.1419642857142855,56,5437000.0,2.2597672485453035,0.40843295935258417
200306,2016,18397.0,2689.0,1.1159130434782607,115,18397000.0,6.841576794347341,0.4227433820731641
200306,2017,27458.0,2916.0,1.146551724137931,116,27458000.0,9.416323731138545,0.43521924393619343
200306,2018,21102.0,3018.0,1.0558,100,21102000.0,6.992047713717694,0.4499668277888352
200306,2019,23914.0,2956.0,1.170082644628099,121,23914000.0,8.089986468200271,0.4164401605753952
200306,2020,23840.0,2842.0,1.0408333333333333,120,23840000.0,8.388458831808585,0.4742743288590604
200306,2021,26082.0,3156.0,1.13504,125,26082000.0,8.26425855513308,0.5040062111801242
200306,2022,20469.0,2889.0,1.491276595744681,141,20469000.0,7.085150571131879,0.7264194635790708
200306,2023,24577.0,2955.0,1.5566071428571429,168,24577000.0,8.317089678510998,0.6518562070228262
200306,2024,28538.0,849.0,1.7273863636363636,176,28538000.0,33.61366313309776,0.9237276613637957
200307,2015,6647.0,1232.0,0.9711538461538461,52,6647000.0,5.395292207792208,0.3629787874228976
200307,2016,15153.851999999999,2591.0,1.1535220125786163,159,15153852.0,5.848649942107294,0.4999667411295821
200307,2017,16717.366,2600.0,0.9937341772151899,158,16717366.0,6.429756153846155,0.47531554911222257
200307,2018,14011.94,2630.0,0.9847023809523809,168,14011940.0,5.327733840304183,0.47927174966492864
200307,2019,15247.24,2660.0,0.9796575342465753,146,15247240.0,5.732045112781955,0.4431641398705602
200307,2020,15558.0,2189.0,0.8986861313868614,137,15558000.0,7.1073549566011875,0.36493443887389126
200307,2021,17317.0,2524.0,1.0716428571428571,140,17317000.0,6.860935023771791,0.502394756597563
200307,2022,16202.0,2958.0,1.2510179640718562,167,16202000.0,5.4773495605138605,0.6437631156647328
200307,2023,16258.0,2944.0,1.1313450292397662,171,16258000.0,5.522418478260869,0.6699261901832944
200307,2024,16658.0,1331.0,1.3340659340659342,182,16658000.0,12.515401953418483,0.7064575579301237
200308,2015,3347.0,509.0,0.7086486486486486,37,3347000.0,6.575638506876228,1.2343232745742456
200308,2016,9841.633,3194.0,1.0655284552845528,123,9841633.0,3.0812877269881027,1.2707013155235518
200308,2017,9813.62,2875.0,0.9671186440677967,118,9813620.0,3.413433043478261,1.1048734310071104
200308,2018,10047.7,3145.0,1.1332575757575758,132,10047700.0,3.194817170111288,0.8665764304268638
200308,2019,8763.21,2744.0,1.158030303030303,132,8763210.0,3.193589650145772,1.09259620618472
200308,2020,12634.3,3159.0,1.011025641025641,117,12634300.0,3.9994618550174104,0.9354147044157571
200308,2021,15218.0,3507.0,1.2238167938931297,131,15218000.0,4.339321357285429,1.0613319752924169
200308,2022,9892.0,3437.0,1.3829677419354838,155,9892000.0,2.87809135874309,1.5211049332794178
200308,2023,13132.8,3569.0,1.3293333333333335,150,13132800.0,3.6796861866068924,1.6693134746588694
200308,2024,13944.0,2664.0,1.6596202531645572,158,13944000.0,5.2342342342342345,1.2223350545037293
200401,2015,53058.08,5826.0,1.6413114754098361,61,53058080.0,9.107119807758325,1.641202960981626
200401,2016,108747.64,10743.0,1.9405223880597013,134,108747640.0,10.122651028576747,1.737911287086322
200401,2017,66987.71,10120.0,1.8489423076923077,104,66987710.0,6.619338932806325,1.4609865750001008
200401,2018,58168.5,6802.0,1.7298701298701298,77,58168500.0,8.55167597765363,1.2757798464804835
200401,2019,64329.9,8053.0,1.855,80,64329900.0,7.988314913696759,1.3177705856841064
200401,2020,61861.0,5661.0,1.4815151515151515,66,61861000.0,10.927574633456986,1.8091695898870048
200401,2021,87099.0,8494.0,1.5417241379310345,87,87099000.0,10.254179420767601,1.6499510901388075
200401,2022,90827.0,5991.0,2.0783695652173915,92,90827000.0,15.160574194625271,2.209571162759972
200401,2023,64535.0,8589.0,2.558627450980392,102,64535000.0,7.513680288741414,2.8348770434647865
200401,2024,92375.0,638.0,4.069809523809524,105,92375000.0,144.7884012539185,2.551591556156969
